Joueur,Poste,Cote,Enchère moy,Note,Note série,Note 1 an,Nb match,Nb match série,Nb match 1 an,Variation,Var série,Var 1 an,But,Buts série,Buts 1 an,%Titu,%Titu série,%Titu 1 an,Temps,Tps série,Tps 1 an,Tps moy,Tps moy série,Tps moy 1 an,Min/But,Min/But 1 an,Min note/but,Prix/but,j13,j12,j11,j10,j9,j8,j7,j6,j5,j4,j3,j2,j1,j38,j37,j36,j35,j34,j33,j32,j31,j30,j29,j28,j27,j26,j25,j24,j23,j22,j21,j20,j19,j18,j17,j16,j15,j14,Cleansheet,But/Peno,But/Coup-franc,But/surface,Pass decis.,Occas° créée,Corner gagné,%Passes,Ballons,Interceptions,Tacles,%Duel,Fautes,But évité,Action stoppée,DMI,Club,Prochain opposant,Date,Victoire probable,%Win+12J,%Win+16J,%Win+20J,Dispo@MPGLaurent?
Pedro Mendes,DC,1,1.0,0.0,0.0,5.5,0,0,1,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,15,0.0,0.0,15.0,,,,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,0.0,Montpellier,Clermont,2022-11-06,50.0,0.40695,0.42636,0.40512,† Musculaire (2sem.)
Moulin Jessy,G,7,7.0,0.0,0.0,5.5,0,0,7,0.0,0.0,0.91,0,0,0,0.0,0.0,1.0,0,0,630,0.0,0.0,90.0,,,,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.5,0.0,6.0,6.0,5.5,4.5,6.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,0.0,Troyes,Auxerre,2022-11-04,0.22,0.42392,0.43272,0.42649,† Incertain
Petric Denis,G,3,3.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,,,,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,0.0,Nantes,Reims,2022-11-06,50.0,0.49983,0.46611,0.48028,
Salin Romain,G,3,4.0,0.0,0.0,0.0,1,0,1,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,80,0,80,80.0,0.0,80.0,,,,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,0.0,Rennes,Lille,2022-11-06,50.0,0.65583,0.62777,0.64342,
Pellenard Théo,DL,1,1.0,0.0,0.0,4.96,0,0,24,0.0,0.0,0.98,0,0,1,0.0,0.0,1.0,0,0,2123,0.0,0.0,88.46,,2123.0,6.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5,5.0,5.0,5.0,5.0,6.0,6.0,5.5,4.0,5.0,4.5,5.5,6.0,6.0,4.5,5.0,5.0,0.0,0.0,0.0,0.0,4.0,3.0,5.5,5.5,,,,,,,,,,,,,,,,0.0,Auxerre,Troyes,2022-11-04,26.749999999999996,0.31924,0.31885,0.3208,† Lig croisés (8sem.)
Alhadhur Chaker,DL,1,1.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,,,,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,0.0,Ajaccio,Strasbourg,2022-11-05,0.02,0.34564,0.34673,0.34982,🏠Hors groupe (8sem.)
Kawashima Eiji,G,7,7.0,0.0,0.0,6.0,0,0,1,0.0,0.0,0.0,0,0,0,0.0,0.0,1.0,0,0,90,0.0,0.0,90.0,,,,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,0.0,Strasbourg,Ajaccio,2022-11-05,44.82000000000001,0.48208,0.48539,0.48543,
Letellier Alexandre,G,1,1.0,0.0,0.0,5.0,0,0,1,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,7,0.0,0.0,7.0,,,,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,0.0,Paris,Lorient,2022-11-06,50.0,0.81345,0.80954,0.8137,🏠Hors groupe (2sem.)
Mannone Vito,G,7,7.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,,,,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,0.0,Lorient,Paris,2022-11-06,50.0,0.47207,0.45952,0.434,
Schneiderlin Morgan,MD,1,3.0,0.0,0.0,5.11,0,0,19,0.0,0.0,0.68,0,0,0,0.0,0.0,0.26,0,0,630,0.0,0.0,33.16,,,,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5,4.5,5.0,0.0,0.0,0.0,4.5,0.0,0.0,5.5,5.5,5.5,6.0,5.0,4.0,5.0,5.5,0.0,3.5,5.0,5.0,0.0,5.5,6.0,6.0,,,,,,,,,,,,,,,,3.5,Nice,Brest,2022-11-06,50.0,0.477,0.51163,0.51277,🏠Indésirable (2sem.)
Jakubech Adam,G,7,7.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,,,,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,0.0,Lille,Rennes,2022-11-06,50.0,0.62169,0.61256,0.64176,
Bertaud Dimitry,G,1,1.0,0.0,0.0,5.17,0,0,6,0.0,0.0,1.51,0,0,0,0.0,0.0,0.67,0,0,382,0.0,0.0,63.67,,,,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,5.0,5.0,0.0,0.0,8.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,5.0,Montpellier,Clermont,2022-11-06,50.0,0.40695,0.42636,0.40512,† ACL (9sem.)
Azamoum Karim,MD,1,1.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,,,,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,0.0,Troyes,Auxerre,2022-11-04,0.22,0.42392,0.43272,0.42649,
Traoré Charles,DL,1,1.0,0.0,0.0,4.75,0,0,8,0.0,0.0,0.46,0,0,0,0.0,0.0,0.38,0,0,335,0.0,0.0,41.88,,,,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,5.0,4.5,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,0.0,Nantes,Reims,2022-11-06,50.0,0.49983,0.46611,0.48028,† Incertain
Navas Keylor,G,7,7.0,0.0,0.0,5.4,0,0,15,0.0,0.0,0.81,0,0,0,0.0,0.0,1.0,0,0,1318,0.0,0.0,87.87,,,,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5,0.0,4.0,0.0,5.0,6.0,0.0,0.0,0.0,0.0,6.5,6.0,0.0,4.0,5.5,0.0,6.0,0.0,5.5,6.0,0.0,5.5,0.0,0.0,4.0,,,,,,,,,,,,,,,,6.0,Paris,Lorient,2022-11-06,50.0,0.81345,0.80954,0.8137,
Rico Sergio,G,3,3.0,0.0,0.0,4.79,0,0,12,0.0,0.0,1.53,0,0,0,0.0,0.0,0.92,0,0,1012,0.0,0.0,84.33,,,,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,5.5,6.0,2.5,6.0,6.5,5.0,4.0,0.0,0.0,5.0,4.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5,,,,,,,,,,,,,,,,0.0,Paris,Lorient,2022-11-06,50.0,0.81345,0.80954,0.8137,
Geubbels Willem,MO,1,1.0,0.0,0.0,4.63,0,0,20,0.0,0.0,0.69,0,0,2,0.0,0.0,0.2,0,0,473,0.0,0.0,23.65,,237.0,6.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,0.0,5.0,3.5,4.5,4.5,4.0,4.0,4.5,6.0,4.5,0.0,4.0,4.5,6.0,4.5,0.0,0.0,6.0,0.0,4.5,0.0,4.5,,,,,,,,,,,,,,,,0.0,Monaco,Toulouse,2022-11-06,50.0,0.63774,0.65261,0.64803,🏠Hors groupe (2sem.)
Lumeka Levi,MO,1,1.0,0.0,0.0,4.5,0,0,1,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,5,0.0,0.0,5.0,,,,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,0.0,Troyes,Auxerre,2022-11-04,0.22,0.42392,0.43272,0.42649,🏠Hors groupe (2sem.)
Guitane Rafik,MO,1,1.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,,,,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,0.0,Reims,Nantes,2022-11-06,50.0,0.46319,0.45885,0.46317,† Incertain
Chabrolle Florian,MO,1,1.0,0.0,0.0,4.94,0,0,8,0.0,0.0,0.18,0,0,0,0.0,0.0,0.38,0,0,260,0.0,0.0,32.5,,,,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,4.5,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,0.0,Ajaccio,Strasbourg,2022-11-05,0.02,0.34564,0.34673,0.34982,
Foket Thomas,DL,7,9.0,0.0,0.0,4.97,0,0,20,0.0,0.0,0.72,0,0,0,0.0,0.0,0.85,0,0,1506,0.0,0.0,75.3,,,,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,4.5,5.0,4.5,5.0,4.0,4.0,5.5,5.5,5.0,0.0,0.0,0.0,0.0,5.0,4.5,5.0,0.0,6.0,7.0,5.0,5.0,5.5,0.0,,,,,,,,,,,,,,,,0.0,Reims,Nantes,2022-11-06,50.0,0.46319,0.45885,0.46317,† Incertain
Nkada Timothee,A,1,1.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,,,,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,0.0,Reims,Nantes,2022-11-06,50.0,0.46319,0.45885,0.46317,🏠Hors groupe (2sem.)
Eneme-Ella Ulrick,A,1,1.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,,,,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,0.0,Angers,Lens,2022-11-05,0.02,0.3657,0.36141,0.33846,† Ménisque (2sem.)
Léon Donovan,G,7,7.0,0.0,0.0,5.21,0,0,28,0.0,0.0,1.16,0,0,0,0.0,0.0,1.0,0,0,2520,0.0,0.0,90.0,,,,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5,5.5,6.5,5.5,4.5,5.5,5.5,4.0,4.0,5.0,5.0,6.0,6.0,7.0,5.5,6.0,4.0,7.0,5.5,3.0,6.0,4.0,4.0,6.0,6.0,,,,,,,,,,,,,,,,0.0,Auxerre,Troyes,2022-11-04,26.749999999999996,0.31924,0.31885,0.3208,
Gomis Alfred,G,3,5.0,0.0,0.0,5.19,0,0,18,0.0,0.0,0.84,0,0,0,0.0,0.0,1.0,0,0,1620,0.0,0.0,90.0,,,,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,6.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,6.0,5.0,4.5,0.0,0.0,0.0,0.0,0.0,4.0,4.5,6.0,4.0,5.5,6.0,,,,,,,,,,,,,,,,4.5,Rennes,Lille,2022-11-06,50.0,0.65583,0.62777,0.64342,
Renaud Tom,MD,1,,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,,,,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,0.0,Lorient,Paris,2022-11-06,50.0,0.47207,0.45952,0.434,🏠Hors groupe (2sem.)
Loric Samuel,DL,1,1.0,0.0,0.0,4.0,0,0,3,0.0,0.0,0.5,0,0,0,0.0,0.0,1.0,0,0,269,0.0,0.0,89.67,,,,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5,4.5,4.0,,,,,,,,,,,,,,,,0.0,Lorient,Paris,2022-11-06,50.0,0.47207,0.45952,0.434,
Bartouche Teddy,G,1,1.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,,,,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,0.0,Lorient,Paris,2022-11-06,50.0,0.47207,0.45952,0.434,🏠Hors groupe (2sem.)
Djoco Ouparine,G,7,7.0,0.0,0.0,4.91,0,0,23,0.0,0.0,1.11,0,0,0,0.0,0.0,0.96,0,0,2025,0.0,0.0,88.04,,,,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,6.5,5.0,4.0,5.0,6.5,5.5,0.0,4.0,3.0,4.5,3.5,5.0,7.0,4.0,6.5,6.0,4.0,0.0,4.5,6.5,4.5,4.0,5.0,4.0,,,,,,,,,,,,,,,,4.75,Clermont,Montpellier,2022-11-06,50.0,0.32168,0.35121,0.3711,
Laiton Sonny,G,1,1.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,,,,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,0.0,Auxerre,Troyes,2022-11-04,26.749999999999996,0.31924,0.31885,0.3208,🏠Hors groupe (2sem.)
N'Diaye Alassane,A,1,1.0,0.0,0.0,4.69,0,0,8,0.0,0.0,0.26,0,0,0,0.0,0.0,0.0,0,0,88,0.0,0.0,11.0,,,,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,0.0,0.0,4.5,4.5,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,0.0,Ajaccio,Strasbourg,2022-11-05,0.02,0.34564,0.34673,0.34982,🏠Hors groupe (8sem.)
Ousoumane Camara Ousoumane,MD,1,1.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,,,,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,0.0,Auxerre,Troyes,2022-11-04,26.749999999999996,0.31924,0.31885,0.3208,🏠Hors groupe (2sem.)
Ould Khaled Zinédine,MD,1,1.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,,,,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,0.0,Angers,Lens,2022-11-05,0.02,0.3657,0.36141,0.33846,
Lihadji Isaac,A,1,1.0,0.0,0.0,4.94,0,0,9,0.0,0.0,0.85,0,0,0,0.0,0.0,0.11,0,0,119,0.0,0.0,13.22,,,,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5,4.5,0.0,0.0,4.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,4.5,0.0,6.5,0.0,0.0,0.0,4.5,4.5,,,,,,,,,,,,,,,,0.0,Lille,Rennes,2022-11-06,50.0,0.62169,0.61256,0.64176,🏠Ecarté (2sem.)
Ngapandouetnbu Simon,G,1,1.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,,,,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,0.0,Marseille,Lyon,2022-11-06,50.0,0.6307,0.63426,0.6454,
Dembélé Mahamadou,DC,1,1.0,0.0,0.0,4.92,0,0,25,0.0,0.0,0.75,0,0,0,0.0,0.0,0.68,0,0,1588,0.0,0.0,63.52,,,,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,6.0,5.0,3.5,4.0,0.0,0.0,5.0,0.0,4.5,5.5,4.5,6.0,5.5,4.0,4.0,5.5,6.0,4.0,4.5,5.0,5.5,4.0,6.0,,,,,,,,,,,,,,,,0.0,Troyes,Auxerre,2022-11-04,0.22,0.42392,0.43272,0.42649,🏠Hors groupe (2sem.)
da Cunha Lucas,MO,3,,0.0,0.0,4.89,0,0,22,0.0,0.0,0.74,0,0,2,0.0,0.0,0.68,0,0,1148,0.0,0.0,52.18,,574.0,6.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,4.5,4.5,5.5,6.5,4.5,5.0,4.0,0.0,4.0,4.5,3.5,5.0,5.5,4.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,6.0,,,,,,,,,,,,,,,,4.5,Nice,Brest,2022-11-06,50.0,0.477,0.51163,0.51277,🏠Indésirable (2sem.)
Sierhuis Kaj,A,1,4.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,,,,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,0.0,Reims,Nantes,2022-11-06,50.0,0.46319,0.45885,0.46317,† Forfait (2sem.)
De Smet Thibault,DL,1,1.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,,,,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,0.0,Reims,Nantes,2022-11-06,50.0,0.46319,0.45885,0.46317,
Fariñez Wuilker,G,3,3.0,0.0,0.0,5.23,0,0,13,0.0,0.0,0.81,0,0,0,0.0,0.0,0.85,0,0,1104,0.0,0.0,84.92,,,,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,5.5,5.0,5.5,0.0,6.5,6.0,0.0,0.0,5.5,6.0,0.0,0.0,4.5,4.5,0.0,5.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,0.0,Lens,Angers,2022-11-05,58.84,0.64435,0.63676,0.61376,† Genou (8sem.)
Margueron Lucas,G,3,3.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,,,,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,0.0,Clermont,Montpellier,2022-11-06,50.0,0.32168,0.35121,0.3711,🏠Hors groupe (2sem.)
Coudert Grégoire,G,1,1.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,,,,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,0.0,Brest,Nice,2022-11-06,50.0,0.34379,0.34522,0.36343,
Bertelli Ugo,MD,1,1.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,,,,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,0.0,Marseille,Lyon,2022-11-06,50.0,0.6307,0.63426,0.6454,
